1, 0, 2
2, 0, 4
3, 0, 6
4, 0, 8
5, 0, 10
6, 1, 11
7, 0, 14
8, 1, 15
9, 2, 16
10, 1, 19
11, 1, 21
12, 2, 22
13, 2, 24
14, 2, 26
15, 2, 28
16, 4, 28
17, 2, 32
18, 7, 31
19, 4, 34
